,0,1,2,3,4,5,6,7,8
17080,Daewoo,Lanos,2010,3600,94 тис. км,Тячів ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17081,Citroen,Berlingo пасс.,2007,3450,231 тис. км,Львів ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17082,Kia,Sportage,2011,12650,110 тис. км,Львів ( від ),"Газ / Бензин, 2 л.",Автомат,False
17083,Skoda,Octavia Tour,2006,6600,176 тис. км,Київ ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17084,Ford,Focus,2016,9300,145 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,True
17085,Opel,Vectra C,2006,6400,225 тис. км,Богородчани ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17086,Volkswagen,Passat B6,2006,7150,205 тис. км,Київ ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17087,Citroen,C4,2009,6700,191 тис. км,Полтава ( від ),"Дизель, 1.6 л.",Автомат,False
17088,ВАЗ,2109,1991,1699,336 тис. км,Тернопіль ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17089,Volkswagen,Golf IV,2002,4600,220 тис. км,Мукачеве ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17090,Volkswagen,Beetle,2013,14500,118 тис. км,Київ ( від ),"Бензин, 2 л.",Робот,True
17091,Honda,Accord,2013,11200,170 тис. км,Київ ( від ),"Газ / Бензин, 2.4 л.",Автомат,True
17092,ВАЗ,2109,2009,3400,113 тис. км,Шостка ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17093,Renault,Megane,2007,5200,198 тис. км,Дніпро (Дніпропетровськ) ( від ),"Бензин, 1.6 л.",Автомат,False
17094,Chery,Tiggo,2016,11900,33 тис. км,Запоріжжя ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17095,Lexus,NX 300h,2015,29900,58 тис. км,Київ ( від ),"Гібрид, 2.5 л.",Автомат,True
17096,Nissan,Almera,2006,6100,146 тис. км,Знам'янка ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17097,Renault,Clio,2007,6200,175 тис. км,Знам'янка ( від ),"Бензин, 1.2 л.",Автомат,False
17098,Volkswagen,Golf IV,2001,4300,217 тис. км,Львів ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17099,Skoda,Rapid,2013,10500,87 тис. км,Львів ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17100,Fiat,Punto,2011,6900,156 тис. км,Знам'янка ( від ),"Дизель, 1.3 л.",Ручна / Механіка,False
17101,Mercedes-Benz,A 170,2003,4300,170 тис. км,Київ ( від ),"Дизель, 1.7 л.",Ручна / Механіка,False
17102,SsangYong,Korando,2015,13000,115 тис. км,Знам'янка ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17103,Geely,Emgrand X7,2014,6850,227 тис. км,Дніпро (Дніпропетровськ) ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17104,Geely,Emgrand X7,2014,6850,227 тис. км,Дніпро (Дніпропетровськ) ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17105,Dacia,Sandero,2014,6900,180 тис. км,Житомир ( від ),Дизель,Ручна / Механіка,False
17106,Ford,C-Max,2008,5950,199 тис. км,Київ ( від ),"Газ / Бензин, 1.8 л.",Не вказано,False
17107,Audi,Q5,2011,14500,125 тис. км,Нова Каховка ( від ),"Бензин, 2 л.",Автомат,True
17108,Mazda,6,2015,15700,130 тис. км,Львів ( від ),"Бензин, 2.5 л.",Автомат,True
17109,Mazda,3,2005,6500,168 тис. км,Одеса ( від ),"Бензин, 1.6 л.",Автомат,False
17110,Mercedes-Benz,E 220,2012,14850,180 тис. км,Івано-Франківськ ( від ),"Дизель, 2.2 л.",Автомат,False
17111,Peugeot,308,2009,5999,259 тис. км,Хмельницький ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17112,Lexus,ES 330,2004,7000,260 тис. км,Одеса ( від ),Газ / Бензин,Автомат,False
17113,Volkswagen,Tiguan,2011,11600,137 тис. км,Луцьк ( від ),"Бензин, 2 л.",Автомат,False
17114,Mitsubishi,Pajero,2008,12000,220 тис. км,Олександрія ( від ),"Дизель, 2.8 л.",Ручна / Механіка,False
17115,Skoda,Octavia Tour,2007,5700,192 тис. км,Харків ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17116,ГАЗ,33023 Газель,2007,4000,100 тис. км,Краматорськ ( від ),"Газ метан, 2.5 л.",Ручна / Механіка,False
17117,Toyota,Auris,2012,11500,140 тис. км,Київ ( від ),"Газ / Бензин, 1.6 л.",Автомат,False
17118,Renault,Logan,2013,7800,62 тис. км,Кропивницький (Кіровоград) ( від ),"Газ / Бензин, 1.2 л.",Ручна / Механіка,False
17119,BMW,730,2013,22999,285 тис. км,Одеса ( від ),"Дизель, 3 л.",Автомат,False
17120,ВАЗ,2108,1991,900,56 тис. км,Житомир ( від ),Бензин,Ручна / Механіка,False
17121,Renault,Laguna,2008,5400,201 тис. км,Городенка ( від ),"Дизель, 2.02 л.",Ручна / Механіка,False
17122,Renault,Espace,2009,7500,223 тис. км,Могилів-Подільський ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17123,Toyota,Land Cruiser 200,2008,28500,270 тис. км,Херсон ( від ),"Газ / Бензин, 4.7 л.",Автомат,False
17124,Toyota,RAV4,2008,11500,140 тис. км,Білозерка ( від ),"Бензин, 2.4 л.",Автомат,False
17125,Ford,Escort,1991,1300,200 тис. км,Коростень ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17126,ВАЗ,2107,1996,1100,200 тис. км,Нова Ушиця ( від ),"Газ / Бензин, 1.5 л.",Не вказано,False
17127,Renault,Megane,2005,5899,204 тис. км,Київ ( від ),"Бензин, 1.6 л.",Автомат,False
17128,ВАЗ,2109,2008,2800,190 тис. км,Кропивницький (Кіровоград) ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17129,Renault,Megane,2004,4600,250 тис. км,Львів ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
17130,Hyundai,Coupe,2009,9500,45 тис. км,Умань ( від ),Бензин,Типтронік,False
17131,Mitsubishi,Lancer,2006,7000,260 тис. км,Бориспіль ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17132,Ford,Escort,1995,3599,160 тис. км,Луцьк ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17133,Fiat,Qubo пас.,2010,6700,170 тис. км,Полтава ( від ),"Дизель, 1.2 л.",Ручна / Механіка,False
17134,Mitsubishi,Outlander,2011,12500,174 тис. км,Житомир ( від ),"Газ / Бензин, 2.4 л.",Автомат,True
17135,ВАЗ,2107,2005,1400,93 тис. км,Заліщики ( від ),Бензин,Ручна / Механіка,False
17136,BMW,X5,2015,39850,105 тис. км,Тернопіль ( від ),"Дизель, 3 л.",Не вказано,True
17137,Chevrolet,Aveo,2006,4900,174 тис. км,Енергодар ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17138,Volkswagen,Passat B7,2012,15600,48 тис. км,Полтава ( від ),"Бензин, 1.8 л.",Автомат,False
17139,Skoda,Octavia A5,2011,7800,250 тис. км,Калуш ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17140,Audi,Q7,2013,22555,184 тис. км,Долина ( від ),"Бензин, 3 л.",Автомат,True
17141,Dacia,Lodgy,2013,8700,175 тис. км,Новоград-Волинський ( від ),Дизель,Ручна / Механіка,False
17142,Daewoo,Nexia,2007,3700,60 тис. км,Заліщики ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17143,Dacia,Logan MCV,2011,7500,153 тис. км,Знам'янка ( від ),Дизель,Ручна / Механіка,False
17144,Toyota,Camry,2004,7400,250 тис. км,Київ ( від ),"Газ / Бензин, 2.4 л.",Автомат,False
17145,ВАЗ,21099,2006,2800,164 тис. км,Нікополь ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17146,Opel,Astra H,2007,7500,180 тис. км,Львів ( від ),"Бензин, 1.8 л.",Ручна / Механіка,False
17147,ВАЗ,2104,2006,3000,18 тис. км,Галич ( від ),Бензин,Ручна / Механіка,False
17148,Opel,Insignia,2009,8500,167 тис. км,Кам'янець-Подільський ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17149,Kia,Magentis,2008,6799,213 тис. км,Ізмаїл ( від ),"Газ / Бензин, 2 л.",Автомат,False
17150,Audi,A2,2001,5050,197 тис. км,Ізяслав ( від ),"Дизель, 1.4 л.",Ручна / Механіка,False
17151,ВАЗ,21099,2005,3000,114 тис. км,Ніжин ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17152,Volkswagen,Caddy груз.,2012,8300,180 тис. км,Іршава ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17153,Rover,75,1999,4000,220 тис. км,Одеса ( від ),1.8 л.,Ручна / Механіка,False
17154,Kia,Magentis,2007,7490,148 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,False
17155,Nissan,Rogue,2019,19900,17 тис. км,Самбір ( від ),"Бензин, 2.5 л.",Автомат,True
17156,Peugeot,308,2010,5990,179 тис. км,Кривий Ріг ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17157,Jeep,Compass,2017,18000,30 тис. км,Одеса ( від ),"Бензин, 2.4 л.",Автомат,True
17158,Hyundai,Santa FE,2013,19900,89 тис. км,Львів ( від ),"Дизель, 2 л.",Не вказано,False
17159,Citroen,Grand C4 Picasso,2011,7500,252 тис. км,Краматорськ ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17160,ВАЗ,2105,1990,950,87 тис. км,Ужгород ( від ),"Бензин, 1.2 л.",Ручна / Механіка,False
17161,ВАЗ,21099,2003,2450,85 тис. км,Свалява ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17162,Ford,Mondeo,2001,4650,300 тис. км,Калуш ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17163,Renault,Grand Scenic,2008,6400,199 тис. км,Дубно ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17164,Hyundai,Sonata,2016,12800,103 тис. км,Кам'янське (Дніпродзержинськ) ( від ),"Бензин, 2.4 л.",Автомат,True
17165,ВАЗ,2110,2004,2400,230 тис. км,П'ятихатки ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17166,Fiat,Fiorino пасс.,2008,4599,378 тис. км,Обухів ( від ),"Дизель, 1.3 л.",Ручна / Механіка,False
17167,Hyundai,Accent,2013,8999,148 тис. км,Київ ( від ),"Бензин, 1.6 л.",Автомат,False
17168,Skoda,Octavia Tour,1999,5500,182 тис. км,Хмельницький ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17169,Toyota,Avensis,2011,12200,116 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,False
17170,Peugeot,307,2005,4300,221 тис. км,Лубни ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17171,Volkswagen,Caddy пасс.,2012,9800,260 тис. км,Городок ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17172,Peugeot,308,2015,9999,183 тис. км,Полтава ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17173,Ford,Transit пасс.,1993,3500,450 тис. км,Кам'янець-Подільський ( від ),"Дизель, 2.5 л.",Не вказано,False
17174,Peugeot,308,2008,7500,169 тис. км,Київ ( від ),"Бензин, 1.6 л.",Автомат,False
17175,Volkswagen,Golf VI,2012,10698,225 тис. км,Тернопіль ( від ),"Дизель, 2 л.",Автомат,False
17176,Wartburg,353,1989,400,80 тис. км,Старокостянтинів ( від ),"Бензин, 1.3 л.",Ручна / Механіка,False
17177,Fiat,Grande Punto,2012,5900,83 тис. км,Херсон ( від ),"Бензин, 1.4 л.",Автомат,False
17178,Volkswagen,T5 (Transporter) груз.,2012,12500,234 тис. км,Слов'янськ ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17179,ВАЗ,2171,2011,4500,114 тис. км,Голованівськ ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17180,BMW,520,2016,26200,109 тис. км,Яремче ( від ),"Бензин, 2 л.",Автомат,False
17181,Skoda,Octavia A5,2012,7850,169 тис. км,Тернопіль ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17182,BMW,X5,2010,24500,210 тис. км,Житомир ( від ),"Дизель, 3 л.",Автомат,False
17183,Mercedes-Benz,Sprinter 313 груз.-пасс.,2008,14500,469 тис. км,Тернопіль ( від ),"Дизель, 2.1 л.",Ручна / Механіка,False
17184,Volkswagen,Phaeton,2006,5000,130 тис. км,Біла Церква ( від ),"Бензин, 3.2 л.",Автомат,True
17185,Renault,Megane,2015,9200,192 тис. км,Львів ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
17186,Smart,City,2003,4050,175 тис. км,Київ ( від ),"Бензин, 0.7 л.",Автомат,False
17187,Mazda,CX-5,2019,27000,14 тис. км,Вінниця ( від ),"Бензин, 2.5 л.",Автомат,True
17188,Peugeot,Partner пасс.,2008,5100,140 тис. км,Маневичі ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17189,Jeep,Renegade,2016,13900,103 тис. км,Бровари ( від ),"Бензин, 2.4 л.",Автомат,True
17190,Renault,Kangoo пасс.,2010,7999,184 тис. км,Харків ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
17191,Chevrolet,Sonic,2019,10900,53 тис. км,Івано-Франківськ ( від ),"Бензин, 1.4 л.",Автомат,True
17192,Volkswagen,Passat B3,1988,2350,390 тис. км,Харків ( від ),Не вказано,Ручна / Механіка,False
17193,Mazda,6,2008,9000,162 тис. км,Ямпіль ( від ),"Бензин, 1.8 л.",Ручна / Механіка,False
17194,Mercedes-Benz,G 500,2003,30000,200 тис. км,Умань ( від ),"Газ / Бензин, 5 л.",Автомат,False
17195,Kia,Ceed,2007,6250,168 тис. км,Стрий ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17196,Hyundai,Getz,2007,5200,200 тис. км,Маріуполь ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17197,Skoda,Fabia,2011,7400,75 тис. км,Суми ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17198,Skoda,Superb,2013,11000,200 тис. км,Калуш ( від ),"Дизель, 1.6 л.",Не вказано,False
17199,Kia,Sorento,2016,16000,63 тис. км,Івано-Франківськ ( від ),"Бензин, 2.4 л.",Автомат,True
17200,Audi,A6,2006,10850,394 тис. км,Київ ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17201,Audi,A8,1995,6300,220 тис. км,Миколаїв ( від ),"Бензин, 4.2 л.",Автомат,False
17202,Citroen,Berlingo пасс.,2004,4000,190 тис. км,Рівне ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17203,Opel,Vivaro пасс.,2008,9000,214 тис. км,Івано-Франківськ ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17204,Peugeot,206,2004,4300,230 тис. км,Сторожинець ( від ),"Бензин, 1.4 л.",Ручна / Механіка,True
17205,Smart,Fortwo,2012,5777,139 тис. км,Київ ( від ),"Бензин, 1 л.",Робот,False
17206,Mercedes-Benz,GL 320,2007,17800,190 тис. км,Київ ( від ),"Дизель, 3 л.",Автомат,False
17207,Alfa Romeo,Giulia,2019,28000,6 тис. км,Львів ( від ),"Бензин, 2 л.",Не вказано,True
17208,Daewoo,Lanos,2003,1700,330 тис. км,Харків ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17209,Volkswagen,Touareg,2009,15999,270 тис. км,Рівне ( від ),"Дизель, 3 л.",Автомат,False
17210,Kia,Carens,2016,14400,152 тис. км,Харків ( від ),"Газ, 2 л.",Автомат,False
17211,Renault,Laguna,2002,4200,349 тис. км,Любомль ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17212,BMW,X1,2010,14900,187 тис. км,Трускавець ( від ),"Дизель, 1.95 л.",Автомат,False
17213,Kia,Cerato,2008,6200,200 тис. км,Київ ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17214,Skoda,Octavia A5,2006,8000,184 тис. км,Полтава ( від ),Газ / Бензин,Ручна / Механіка,False
17215,Toyota,RAV4,2006,9999,190 тис. км,Запоріжжя ( від ),"Бензин, 2 л.",Автомат,False
17216,ВАЗ,2110,2007,1800,200 тис. км,Мукачеве ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17217,Toyota,Previa,2006,10000,180 тис. км,Харків ( від ),"Газ / Бензин, 2.4 л.",Не вказано,False
17218,Opel,Rekord,1979,750,86 тис. км,Глибока ( від ),Бензин,Ручна / Механіка,False
17219,Renault,Megane,2017,11500,175 тис. км,Львів ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
17220,Volvo,V50,2008,7490,150 тис. км,Кельменці ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17221,Honda,CR-V,2015,18500,135 тис. км,Херсон ( від ),"Бензин, 2.4 л.",Варіатор,True
17222,Skoda,Octavia A7,2013,11100,189 тис. км,Краматорськ ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17223,Skoda,Fabia,2011,7500,205 тис. км,Луцьк ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17224,ЗАЗ,1102 Таврія,1993,30000,85 тис. км,Волочиськ ( від ),"Бензин, 1.1 л.",Ручна / Механіка,False
17225,Hyundai,Elantra,2012,9997,170 тис. км,Маріуполь ( від ),"Бензин, 1.8 л.",Автомат,False
17226,Peugeot,206,2006,4500,121 тис. км,Запоріжжя ( від ),"Бензин, 1.4 л.",Автомат,False
17227,Nissan,Altima,2014,9999,138 тис. км,Полтава ( від ),"Газ / Бензин, 2.5 л.",Не вказано,True
17228,Volvo,V50,2009,7200,217 тис. км,Калуш ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17229,Mercedes-Benz,C 200,2008,9900,162 тис. км,Кривий Ріг ( від ),"Газ / Бензин, 1.8 л.",Автомат,False
17230,Mercedes-Benz,E 270,2003,8000,390 тис. км,Самбір ( від ),"Дизель, 2.7 л.",Не вказано,False
17231,Mitsubishi,Lancer,2006,5300,122 тис. км,Київ ( від ),"Газ / Бензин, 1.6 л.",Автомат,True
17232,Citroen,C3,2018,16000,40 тис. км,Київ ( від ),"Бензин, 1.2 л.",Автомат,False
17233,Suzuki,SX4,2014,12000,87 тис. км,Дніпро (Дніпропетровськ) ( від ),"Бензин, 1.6 л.",Варіатор,False
17234,Ford,Fusion,2018,12900,104 тис. км,Київ ( від ),"Бензин, 2.5 л.",Автомат,True
17235,Hyundai,Sonata,2013,9999,228 тис. км,Одеса ( від ),"Бензин, 2.4 л.",Автомат,True
17236,SEAT,Toledo,1992,1899,350 тис. км,Чернівці ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17237,Mercedes-Benz,220,1999,5300,260 тис. км,Надвірна ( від ),2.2 л.,Автомат,False
17238,Audi,A4,2003,5800,240 тис. км,Шостка ( від ),"Бензин, 2 л.",Варіатор,False
17239,Volkswagen,Passat B3,1990,2200,316 тис. км,Хмельницький ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17240,Chevrolet,Lacetti,2005,3700,310 тис. км,Дніпро (Дніпропетровськ) ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17241,ВАЗ,2115,2006,2500,200 тис. км,Мукачеве ( від ),"Бензин, 1.5 л.",Не вказано,False
17242,Volkswagen,Passat B5,1998,3800,423 тис. км,Дрогобич ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17243,Peugeot,207,2011,5900,170 тис. км,Луцьк ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17244,ВАЗ,21099,1992,2400,100 тис. км,Долинська ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17245,Mercedes-Benz,Viano,2010,15900,200 тис. км,Косів ( від ),"Дизель, 2.2 л.",Ручна / Механіка,False
17246,Kia,Ceed,2013,10950,150 тис. км,Запоріжжя ( від ),"Дизель, 1.6 л.",Автомат,False
17247,BMW,328,2016,21500,87 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,True
17248,Volkswagen,T4 (Transporter) груз-пасс.,2001,6500,400 тис. км,Добропілля ( від ),"Дизель, 2.5 л.",Ручна / Механіка,False
17249,Daewoo,Matiz,2007,2800,108 тис. км,Кам'янець-Подільський ( від ),"Бензин, 0.8 л.",Автомат,False
17250,Volkswagen,Passat B5,2001,5500,330 тис. км,Чутове ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17251,ВАЗ,2115,2005,2500,103 тис. км,Сторожинець ( від ),"Бензин, 1.5 л.",Ручна / Механіка,False
17252,Kia,Soul,2015,14500,36 тис. км,Дніпро (Дніпропетровськ) ( від ),Електро,Автомат,False
17253,Peugeot,Partner пасс.,2008,4700,169 тис. км,Львів ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17254,Hyundai,Accent,2014,9500,69 тис. км,Київ ( від ),"Газ / Бензин, 1.4 л.",Автомат,False
17255,ЗАЗ,Vida,2012,5700,125 тис. км,Березань ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17256,Opel,Combo пасс.,2012,7500,159 тис. км,Коломия ( від ),"Бензин, 1.4 л.",Ручна / Механіка,False
17257,Toyota,Corolla,2016,15500,56 тис. км,Боярка ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,True
17258,Chevrolet,Blazer,1995,5000,330 тис. км,Суми ( від ),"Газ / Бензин, 2 л.",Автомат,False
17259,Mazda,626,1992,1700,400 тис. км,Надвірна ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17260,Audi,A8,2012,26000,167 тис. км,Харків ( від ),"Дизель, 3 л.",Типтронік,False
17261,BMW,X5,2010,15500,335 тис. км,Тернопіль ( від ),"Бензин, 3 л.",Автомат,False
17262,Hyundai,Elantra,2009,8200,64 тис. км,Одеса ( від ),"Бензин, 1.6 л.",Автомат,False
17263,ГАЗ,2752 Соболь,2007,3500,52 тис. км,Тернопіль ( від ),"Бензин, 2.5 л.",Ручна / Механіка,False
17264,Volkswagen,Passat B6,2005,8100,240 тис. км,Чернігів ( від ),"Бензин, 2 л.",Не вказано,False
17265,Citroen,Jumpy пасс.,2001,4100,400 тис. км,Львів ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17266,Audi,A6,2000,5200,302 тис. км,Львів ( від ),"Дизель, 2.5 л.",Типтронік,False
17267,Kia,Cerato,2006,5500,170 тис. км,Миколаїв ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17268,Ford,Focus,2010,6199,237 тис. км,Стрий ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17269,Hyundai,Tucson,2007,8500,165 тис. км,Івано-Франківськ ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17270,Opel,Zafira,2009,7300,241 тис. км,Пустомити ( від ),"Дизель, 1.7 л.",Ручна / Механіка,False
17271,Jeep,Compass,2017,11000,59 тис. км,Київ ( від ),"Бензин, 2.4 л.",Автомат,True
17272,Volkswagen,Passat B8,2015,16000,196 тис. км,Ужгород ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17273,Renault,Megane,2007,7999,113 тис. км,Рівне ( від ),"Бензин, 2 л.",Не вказано,False
17274,Skoda,Octavia Tour,2002,7200,345 тис. км,Львів ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17275,Hyundai,Sonata,2014,13500,193 тис. км,Київ ( від ),"Газ, 2 л.",Не вказано,False
17276,Infiniti,G35,2008,9900,220 тис. км,Київ ( від ),"Газ / Бензин, 3.5 л.",Автомат,False
17277,Volkswagen,Passat B5,2000,4000,999 тис. км,Чернівці ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
17278,Nissan,Almera,2003,4700,245 тис. км,Красноград ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17279,BMW,520,1999,8300,276 тис. км,Київ ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17280,Nissan,Versa,2017,9000,96 тис. км,Умань ( від ),"Бензин, 1.6 л.",Автомат,True
17281,Peugeot,307,2006,6499,272 тис. км,Київ ( від ),"Газ / Бензин, 2 л.",Ручна / Механіка,False
17282,Kia,Ceed,2009,7050,162 тис. км,Біла Церква ( від ),"Дизель, 1.6 л.",Ручна / Механіка,True
17283,Renault,Clio,2009,5699,238 тис. км,Вінниця ( від ),"Бензин, 1.2 л.",Ручна / Механіка,False
17284,ВАЗ,21099,2006,1800,100 тис. км,Рахів ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17285,Chrysler,Grand Voyager,2005,8500,260 тис. км,Маріуполь ( від ),"Дизель, 2.8 л.",Автомат,False
17286,Skoda,Superb,2014,13500,226 тис. км,Львів ( від ),"Дизель, 1.6 л.",Ручна / Механіка,False
17287,Audi,A3,2015,25500,63 тис. км,Дніпро (Дніпропетровськ) ( від ),"Бензин, 2 л.",Автомат,True
17288,Honda,Insight,2012,10300,119 тис. км,Львів ( від ),"Гібрид, 1.3 л.",Автомат,False
17289,Chevrolet,Lacetti,2010,5850,182 тис. км,Житомир ( від ),"Газ / Бензин, 1.6 л.",Ручна / Механіка,False
17290,Daewoo,Sens,2007,2600,178 тис. км,Волноваха ( від ),"Газ / Бензин, 1.3 л.",Ручна / Механіка,False
17291,Mercedes-Benz,E 250,1995,4500,450 тис. км,Виноградів ( від ),"Дизель, 2.5 л.",Ручна / Механіка,False
17292,Opel,Vectra A,1989,2300,400 тис. км,Кривий Ріг ( від ),"Газ / Бензин, 1.8 л.",Ручна / Механіка,False
17293,ВАЗ,2109,1995,1800,100 тис. км,Нова Каховка ( від ),"Газ / Бензин, 1.5 л.",Ручна / Механіка,False
17294,Skoda,Octavia A5,2009,9300,135 тис. км,Ніжин ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
17295,Opel,Meriva,2004,4700,174 тис. км,Львів ( від ),"Бензин, 1.6 л.",Автомат,False
17296,Opel,Astra H,2008,6800,178 тис. км,Лохвиця ( від ),"Дизель, 1.7 л.",Ручна / Механіка,False
17297,Volkswagen,Golf VI,2001,5000,180 тис. км,Ямпіль ( від ),"Бензин, 1.6 л.",Автомат,False
17298,Volkswagen,Passat B6,2009,8500,272 тис. км,Миколаїв ( від ),"Бензин, 2 л.",Автомат,True
17299,Citroen,Berlingo пасс.,2003,3200,240 тис. км,Нововолинськ ( від ),"Дизель, 2 л.",Ручна / Механіка,False
17300,Peugeot,206,2008,4200,227 тис. км,Львів ( від ),"Газ / Бензин, 1.4 л.",Ручна / Механіка,False
17301,Dadi,Shuttle,2005,6700,270 тис. км,Могилів-Подільський ( від ),"Дизель, 2.8 л.",Ручна / Механіка,False
17302,Audi,A4,2011,10500,243 тис. км,Хмельницький ( від ),"Бензин, 2 л.",Автомат,True
17303,Opel,Insignia,2012,9150,252 тис. км,Львів ( від ),"Дизель, 2 л.",Типтронік,False
17304,BMW,328,2016,19999,115 тис. км,Запоріжжя ( від ),"Бензин, 2 л.",Автомат,True
17305,Citroen,Berlingo пасс.,2011,5000,120 тис. км,Дніпро (Дніпропетровськ) ( від ),"Дизель, 1.6 л.",Ручна / Механіка,True
17306,Skoda,Fabia,2005,3600,175 тис. км,Шепетівка ( від ),"Бензин, 1.2 л.",Ручна / Механіка,False
17307,Toyota,Carina,1986,2500,400 тис. км,Дніпро (Дніпропетровськ) ( від ),"Бензин, 2 л.",Ручна / Механіка,False
17308,Ford,Focus,2015,9500,95 тис. км,Київ ( від ),"Бензин, 2 л.",Ручна / Механіка,True
17309,ВАЗ,2106,1992,1000,600 тис. км,Романів ( від ),"Бензин, 1.1 л.",Ручна / Механіка,False
